CPE,hora,cluster,tipo_dia,consumo_real,consumo_habitual,std,z_score,z_real,veredicto,direcao,confianca,n_dias_tipo,fonte_baseline,threshold
C15FA534254,0,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,1,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,2,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,3,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,4,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,5,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,6,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,7,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,7,historico fim_semana,4.0
C15FA534254,8,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,9,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,10,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,11,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,12,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,13,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,14,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,15,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,7,historico fim_semana,4.0
C15FA534254,16,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,17,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,18,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,19,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,20,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,21,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C15FA534254,22,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C16SB066962U,4,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,5,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,6,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,7,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,8,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,9,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,10,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,11,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SB066962U,12,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,5,historico fim_semana,4.0
C16SB066962U,13,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,5,historico fim_semana,4.0
C16SB066962U,14,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,5,historico fim_semana,4.0
C16SB066962U,15,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,5,historico fim_semana,4.0
C16SB066962U,20,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,baixa,4,historico fim_semana (poucos dados),4.0
C16SB066962U,21,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,baixa,4,historico fim_semana (poucos dados),4.0
C16SB066962U,22,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,baixa,4,historico fim_semana (poucos dados),4.0
C16SB066962U,23,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,baixa,4,historico fim_semana (poucos dados),4.0
C16SC000825R,0,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C16SC000825R,1,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C16SC000825R,2,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C16SC000825R,3,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SC000825R,4,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SC000825R,5,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SC000825R,6,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,6,historico fim_semana,4.0
C16SC000825R,7,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
C16SC000825R,8,,fim_semana,0.0,0.0,0.01,0.0,0.0,normal,normal,alta,8,historico fim_semana,4.0
